Severity,Start_Time,Weather_Condition,Visibility(mi),Temperature(F),Humidity(%),Pressure(in),Wind_Speed(mph),State,End_Time
1,2022-08-24 16:24:00,Snow,4.9,64.0,41.9,30.89,29.4,FL,2022-08-24 16:37:00
3,2022-10-23 20:09:00,Fog,6.3,58.5,41.1,29.06,10.4,OH,2022-10-23 21:51:00
2,2022-03-20 22:48:00,Thunderstorm,8.3,75.5,46.9,30.22,25.1,GA,2022-03-21 00:01:00
1,2022-08-03 07:37:00,Fog,3.7,54.9,87.5,28.77,7.7,IL,2022-08-03 09:20:00
4,2022-12-07 20:34:00,Snow,4.4,97.5,22.2,29.53,2.3,FL,2022-12-07 20:55:00
1,2022-09-22 07:16:00,Smoke,4.2,95.5,38.4,29.66,1.0,CA,2022-09-22 07:37:00
1,2022-07-06 21:50:00,Fog,3.9,89.4,92.4,28.99,18.2,MI,2022-07-06 23:19:00
3,2022-06-23 02:03:00,Clear,9.3,94.4,71.2,29.42,9.3,CA,2022-06-23 03:08:00
3,2022-05-17 09:36:00,Clear,8.3,61.4,38.1,28.84,13.3,TX,2022-05-17 10:51:00
2,2022-01-17 00:51:00,Cloudy,1.3,67.6,37.5,28.02,24.6,IL,2022-01-17 01:17:00
4,2022-02-22 09:31:00,Cloudy,1.3,81.9,89.0,28.65,7.4,FL,2022-02-22 10:09:00
3,2022-01-14 04:30:00,Snow,4.4,78.7,91.5,30.1,9.3,OH,2022-01-14 05:42:00
1,2022-09-02 17:34:00,Snow,1.2,92.3,40.5,30.31,25.4,TX,2022-09-02 19:30:00
2,2022-06-23 23:41:00,Haze,6.3,80.1,53.6,28.84,14.8,TX,2022-06-24 01:03:00
1,2022-09-15 05:36:00,Snow,1.6,99.9,86.8,29.22,24.8,FL,2022-09-15 06:35:00
1,2022-03-28 18:12:00,Clear,5.3,54.4,81.7,28.11,11.2,CA,2022-03-28 18:44:00
3,2022-07-06 04:03:00,Fog,0.3,88.3,85.1,28.71,12.0,TX,2022-07-06 05:17:00
2,2022-03-20 11:20:00,Thunderstorm,3.3,78.8,61.5,30.34,5.0,IL,2022-03-20 13:01:00
4,2022-12-09 12:16:00,Haze,6.8,78.4,92.9,29.82,27.5,FL,2022-12-09 13:54:00
4,2022-12-21 01:30:00,Haze,4.9,52.8,46.1,28.62,26.9,MI,2022-12-21 03:03:00
3,2022-11-01 03:45:00,Smoke,9.8,85.0,32.5,28.77,29.5,PA,2022-11-01 04:15:00
3,2022-02-28 19:43:00,Haze,8.8,93.0,76.7,30.45,12.1,TX,2022-02-28 21:19:00
2,2022-12-10 20:44:00,Snow,3.7,45.3,63.1,28.63,24.6,GA,2022-12-10 21:28:00
4,2022-10-16 02:01:00,Snow,0.6,73.8,88.4,29.0,12.4,NY,2022-10-16 02:57:00
4,2022-07-20 20:20:00,Clear,8.5,57.4,26.5,29.99,13.6,FL,2022-07-20 21:50:00
4,2022-06-25 21:57:00,Thunderstorm,9.1,99.3,87.5,29.68,24.9,IL,2022-06-25 23:25:00
1,2022-05-17 00:37:00,Clear,8.2,63.5,43.5,29.38,5.3,GA,2022-05-17 01:29:00
4,2022-08-29 18:29:00,Thunderstorm,1.5,46.0,72.4,30.7,6.6,NC,2022-08-29 19:30:00
1,2022-12-01 12:45:00,Clear,10.0,56.7,23.2,28.66,9.4,CA,2022-12-01 14:45:00
2,2022-10-31 19:10:00,Fog,2.7,75.8,68.8,30.22,23.6,NY,2022-10-31 20:21:00
1,2022-09-06 21:22:00,Smoke,7.3,35.3,77.4,28.48,11.2,PA,2022-09-06 22:24:00
2,2022-04-08 03:23:00,Snow,9.1,72.3,49.5,29.85,10.7,PA,2022-04-08 03:43:00
4,2022-04-18 21:04:00,Rain,2.5,95.2,37.2,30.61,30.0,NC,2022-04-18 21:40:00
4,2022-11-20 01:46:00,Rain,9.1,89.5,63.0,29.37,11.5,CA,2022-11-20 02:19:00
2,2022-03-17 00:42:00,Smoke,3.2,34.7,86.7,30.17,7.4,IL,2022-03-17 00:55:00
3,2022-02-07 13:50:00,Snow,9.8,99.5,45.9,30.46,18.7,MI,2022-02-07 14:38:00
2,2022-04-11 17:31:00,Haze,3.0,78.9,40.2,28.41,24.1,CA,2022-04-11 17:38:00
3,2022-01-20 16:08:00,Snow,9.5,41.4,42.3,30.12,2.1,PA,2022-01-20 17:28:00
1,2022-07-10 23:31:00,Snow,0.7,30.9,95.9,30.76,18.6,NC,2022-07-11 00:46:00
1,2022-02-11 03:14:00,Smoke,7.2,42.0,48.7,29.73,1.1,NY,2022-02-11 03:48:00
1,2022-06-07 17:35:00,Snow,5.4,88.7,20.3,28.56,15.8,MI,2022-06-07 18:55:00
4,2022-08-23 23:25:00,Haze,4.9,31.5,82.5,28.38,7.7,MI,2022-08-23 23:58:00
1,2022-03-02 12:58:00,Thunderstorm,2.4,46.3,75.9,28.78,9.2,NC,2022-03-02 13:03:00
3,2022-06-14 06:42:00,Smoke,7.1,83.0,30.3,28.31,14.0,FL,2022-06-14 06:56:00
1,2022-07-29 00:54:00,Fog,2.1,71.0,98.8,29.54,27.8,OH,2022-07-29 02:29:00
2,2022-09-07 02:30:00,Rain,5.6,84.8,68.6,28.21,21.3,IL,2022-09-07 03:55:00
2,2022-09-25 23:33:00,Smoke,2.7,82.2,60.1,28.67,28.1,MI,2022-09-25 23:45:00
4,2022-03-27 22:45:00,Cloudy,9.6,33.5,50.6,29.32,19.8,CA,2022-03-27 23:19:00
2,2022-09-26 18:25:00,Rain,0.5,92.5,91.9,29.42,0.2,OH,2022-09-26 18:38:00
3,2022-03-31 03:49:00,Rain,2.2,45.9,39.5,29.7,8.0,GA,2022-03-31 05:49:00
1,2022-05-17 23:07:00,Haze,2.6,68.7,42.9,30.12,27.2,PA,2022-05-17 23:16:00
4,2022-12-08 22:42:00,Clear,4.3,75.1,29.8,28.14,19.3,CA,2022-12-09 00:37:00
1,2022-06-30 17:00:00,Snow,2.5,41.8,80.7,28.24,29.4,NC,2022-06-30 17:47:00
1,2022-10-20 12:17:00,Snow,5.0,98.3,67.6,28.18,4.7,OH,2022-10-20 12:31:00
3,2022-07-25 16:48:00,Snow,8.8,64.2,68.7,29.27,8.9,PA,2022-07-25 17:58:00
2,2022-02-17 12:31:00,Clear,7.2,34.0,37.5,28.13,10.9,NY,2022-02-17 13:06:00
2,2022-02-08 17:05:00,Haze,5.9,95.6,72.1,30.24,9.8,FL,2022-02-08 17:45:00
1,2022-02-04 18:41:00,Smoke,1.1,71.0,81.2,28.67,7.6,NY,2022-02-04 20:11:00
4,2022-05-31 03:24:00,Fog,7.0,78.9,48.6,30.82,13.3,CA,2022-05-31 04:31:00
2,2022-10-06 18:15:00,Fog,1.8,66.8,84.1,29.46,19.3,NC,2022-10-06 18:47:00
4,2022-07-27 04:15:00,Haze,7.9,88.4,47.9,29.34,9.3,TX,2022-07-27 05:29:00
2,2022-03-19 03:26:00,Cloudy,2.7,32.3,80.7,30.34,2.4,TX,2022-03-19 03:47:00
4,2022-11-13 20:45:00,Fog,4.3,48.8,22.7,30.14,21.3,FL,2022-11-13 22:22:00
3,2022-10-16 00:38:00,Haze,3.6,62.9,64.1,29.82,13.8,CA,2022-10-16 02:35:00
4,2022-10-22 19:28:00,Smoke,8.6,35.4,97.6,30.81,16.7,MI,2022-10-22 20:46:00
3,2022-11-01 11:38:00,Fog,1.4,79.4,98.5,29.27,13.7,FL,2022-11-01 12:56:00
3,2022-12-14 01:57:00,Snow,5.7,57.6,42.5,30.43,26.7,NY,2022-12-14 03:02:00
4,2022-04-21 06:03:00,Thunderstorm,1.6,49.1,55.3,29.14,16.8,NC,2022-04-21 06:39:00
3,2022-01-16 16:41:00,Haze,7.1,30.2,25.0,30.52,27.7,IL,2022-01-16 18:26:00
1,2022-10-13 13:56:00,Rain,9.1,80.4,89.9,28.78,15.3,PA,2022-10-13 15:01:00
3,2022-04-07 16:27:00,Fog,4.5,88.4,65.5,28.87,8.8,CA,2022-04-07 18:15:00
2,2022-07-15 17:34:00,Fog,5.0,57.7,50.8,30.03,10.7,FL,2022-07-15 18:31:00
4,2022-09-15 12:58:00,Clear,9.3,69.5,29.0,28.64,15.7,OH,2022-09-15 13:27:00
1,2022-04-15 22:14:00,Cloudy,5.3,45.9,95.7,28.69,15.9,OH,2022-04-15 22:31:00
4,2022-10-31 05:59:00,Thunderstorm,5.0,73.6,62.4,28.92,20.6,MI,2022-10-31 06:16:00
2,2022-12-16 01:28:00,Smoke,5.9,30.8,42.6,30.04,6.7,CA,2022-12-16 02:57:00
2,2022-11-29 16:43:00,Clear,7.0,64.2,48.0,30.67,19.8,NC,2022-11-29 17:43:00
2,2022-08-29 02:20:00,Snow,1.2,75.1,41.7,30.02,23.4,CA,2022-08-29 03:10:00
3,2022-10-09 14:33:00,Rain,8.2,94.3,68.1,30.48,20.3,OH,2022-10-09 15:32:00
3,2022-02-17 10:43:00,Cloudy,4.5,56.7,94.4,29.63,14.5,TX,2022-02-17 11:40:00
4,2022-07-18 14:00:00,Clear,0.9,83.6,88.5,28.21,29.8,NC,2022-07-18 15:04:00
4,2022-10-14 17:58:00,Haze,7.9,71.8,56.8,28.3,12.1,NC,2022-10-14 19:53:00
1,2022-10-18 14:18:00,Fog,3.9,94.9,86.1,29.66,3.2,NC,2022-10-18 15:56:00
1,2022-02-08 18:41:00,Fog,1.2,57.9,53.8,28.98,24.6,NY,2022-02-08 18:52:00
4,2022-09-29 06:42:00,Cloudy,6.4,52.3,40.2,28.66,6.4,PA,2022-09-29 08:13:00
3,2022-05-19 01:04:00,Fog,8.8,92.1,98.7,29.4,21.4,TX,2022-05-19 02:32:00
2,2022-03-16 08:56:00,Haze,8.9,33.4,44.3,30.0,5.4,FL,2022-03-16 10:23:00
4,2022-03-06 10:04:00,Clear,9.6,39.5,45.9,29.15,0.5,PA,2022-03-06 10:21:00
1,2022-11-07 06:30:00,Clear,8.7,35.8,99.2,30.41,4.8,CA,2022-11-07 06:42:00
3,2022-12-08 18:28:00,Fog,0.2,89.0,30.7,30.22,11.3,OH,2022-12-08 19:24:00
4,2022-09-13 17:06:00,Fog,3.9,30.7,80.8,30.2,3.2,TX,2022-09-13 18:44:00
4,2022-01-03 13:36:00,Snow,8.2,90.3,94.9,30.96,5.9,GA,2022-01-03 14:24:00
3,2022-03-29 17:10:00,Rain,3.8,61.6,60.9,28.89,22.9,IL,2022-03-29 18:57:00
4,2022-02-01 18:20:00,Smoke,6.1,30.3,20.2,29.93,23.1,OH,2022-02-01 20:15:00
3,2022-03-16 00:51:00,Cloudy,6.1,58.1,50.0,30.57,24.5,GA,2022-03-16 01:09:00
2,2022-10-04 12:12:00,Clear,3.8,43.1,28.9,29.74,25.2,FL,2022-10-04 12:48:00
3,2022-11-22 15:47:00,Cloudy,9.1,73.7,53.3,30.37,12.6,PA,2022-11-22 16:16:00
3,2022-11-27 10:28:00,Snow,5.1,77.6,83.2,29.24,26.0,NC,2022-11-27 10:57:00
3,2022-08-17 07:45:00,Clear,4.8,64.1,55.1,29.77,15.8,NY,2022-08-17 08:58:00
4,2022-11-06 06:56:00,Snow,10.0,32.8,54.6,28.17,14.1,MI,2022-11-06 07:58:00
4,2022-03-20 02:52:00,Snow,5.0,75.9,64.5,30.96,21.6,OH,2022-03-20 03:14:00
3,2022-01-21 21:39:00,Thunderstorm,1.9,88.9,66.5,30.4,6.4,CA,2022-01-21 22:38:00
4,2022-10-21 20:57:00,Fog,5.2,80.4,88.5,30.61,23.7,OH,2022-10-21 21:25:00
1,2022-07-08 11:20:00,Haze,8.2,88.1,44.7,30.08,12.9,NC,2022-07-08 12:00:00
1,2022-11-29 20:56:00,Thunderstorm,7.8,44.0,85.7,28.56,3.8,MI,2022-11-29 22:00:00
4,2022-03-05 10:08:00,Smoke,7.9,92.2,65.3,28.09,3.6,GA,2022-03-05 10:44:00
4,2022-08-01 03:45:00,Cloudy,7.1,52.6,44.0,30.59,4.9,NY,2022-08-01 05:41:00
3,2022-11-14 20:39:00,Haze,2.7,30.9,43.6,29.19,26.7,FL,2022-11-14 20:53:00
2,2022-01-24 23:40:00,Cloudy,8.6,89.0,48.9,28.79,29.7,OH,2022-01-25 00:41:00
4,2022-04-20 10:48:00,Fog,9.0,95.9,69.8,29.69,10.7,CA,2022-04-20 12:36:00
1,2022-02-28 19:40:00,Haze,2.1,75.9,38.5,29.26,8.8,GA,2022-02-28 21:35:00
3,2022-08-25 13:56:00,Thunderstorm,1.5,46.2,93.6,29.95,6.6,CA,2022-08-25 15:50:00
4,2022-09-28 16:10:00,Cloudy,9.8,47.6,66.0,29.45,24.7,OH,2022-09-28 17:25:00
1,2022-10-03 01:27:00,Thunderstorm,8.7,62.7,93.6,30.09,6.3,PA,2022-10-03 01:44:00
1,2022-02-01 22:42:00,Fog,9.0,92.8,23.7,30.56,27.7,MI,2022-02-01 22:53:00
2,2022-02-04 14:12:00,Haze,8.9,40.5,47.4,28.59,20.0,GA,2022-02-04 15:40:00
3,2022-10-16 18:42:00,Haze,5.5,87.8,21.8,28.99,26.9,PA,2022-10-16 19:56:00
3,2022-06-29 02:26:00,Clear,6.5,50.4,41.8,29.31,16.6,IL,2022-06-29 04:18:00
2,2022-03-17 15:46:00,Snow,5.5,86.6,89.0,30.89,20.7,NC,2022-03-17 15:52:00
2,2022-02-16 07:08:00,Snow,0.7,94.4,22.9,29.1,18.6,NY,2022-02-16 07:24:00
3,2022-03-10 18:03:00,Thunderstorm,7.5,59.9,54.9,29.14,24.9,OH,2022-03-10 19:44:00
3,2022-06-03 02:22:00,Haze,5.2,55.6,29.4,29.96,25.1,PA,2022-06-03 04:15:00
4,2022-07-07 11:16:00,Cloudy,6.5,86.2,53.3,29.26,17.7,MI,2022-07-07 11:51:00
4,2022-02-12 22:44:00,Thunderstorm,5.1,67.1,87.1,30.85,19.0,PA,2022-02-12 23:10:00
2,2022-10-02 13:55:00,Thunderstorm,5.0,77.9,69.8,30.68,27.7,IL,2022-10-02 14:52:00
4,2022-02-21 19:21:00,Rain,1.9,73.6,78.9,29.54,27.9,TX,2022-02-21 20:28:00
1,2022-08-04 06:41:00,Smoke,2.9,40.7,47.9,29.93,19.9,NY,2022-08-04 07:47:00
4,2022-09-27 05:39:00,Haze,1.8,89.1,95.6,28.17,0.2,CA,2022-09-27 06:11:00
4,2022-12-10 13:00:00,Snow,2.1,43.7,76.7,30.09,3.1,NC,2022-12-10 14:55:00
1,2022-07-16 10:04:00,Haze,9.7,95.3,53.7,30.12,25.7,NC,2022-07-16 11:00:00
2,2022-10-28 11:20:00,Fog,1.7,47.5,54.1,29.08,2.5,GA,2022-10-28 13:20:00
1,2022-05-01 10:23:00,Thunderstorm,2.8,81.4,93.5,28.66,6.4,NY,2022-05-01 10:35:00
4,2022-03-06 19:30:00,Rain,6.0,49.9,66.1,30.75,6.9,IL,2022-03-06 19:56:00
2,2022-06-06 12:31:00,Rain,6.2,52.2,76.5,29.28,18.0,CA,2022-06-06 13:24:00
4,2022-05-29 08:06:00,Snow,1.7,51.7,53.4,29.96,17.3,NY,2022-05-29 08:11:00
1,2022-10-10 16:45:00,Snow,8.0,82.4,37.9,28.1,8.7,NY,2022-10-10 17:39:00
1,2022-05-13 21:47:00,Snow,7.9,69.0,77.9,29.24,6.2,IL,2022-05-13 22:25:00
4,2022-06-17 10:53:00,Fog,2.5,91.8,68.6,30.45,22.9,TX,2022-06-17 12:38:00
3,2022-12-05 03:04:00,Rain,3.0,51.5,60.1,29.16,28.1,TX,2022-12-05 04:49:00
3,2022-10-15 14:50:00,Cloudy,9.4,78.4,69.9,29.81,1.6,TX,2022-10-15 15:53:00
1,2022-08-15 00:57:00,Fog,8.3,82.7,36.7,28.63,4.0,GA,2022-08-15 01:38:00
1,2022-11-27 03:26:00,Clear,7.0,40.6,83.5,29.25,19.3,TX,2022-11-27 04:25:00
3,2022-11-01 08:02:00,Smoke,1.0,58.0,95.9,30.78,24.1,PA,2022-11-01 09:36:00
3,2022-09-10 00:36:00,Smoke,4.3,63.8,91.3,29.7,23.7,TX,2022-09-10 02:14:00
4,2022-05-04 15:28:00,Thunderstorm,5.7,54.9,45.7,30.71,21.6,GA,2022-05-04 17:13:00
4,2022-09-03 14:06:00,Smoke,2.0,52.5,52.5,30.71,26.6,CA,2022-09-03 15:22:00
3,2022-09-19 04:07:00,Snow,4.6,78.0,84.7,30.83,6.5,TX,2022-09-19 05:36:00
4,2022-09-16 07:54:00,Rain,6.1,45.1,67.6,30.69,3.2,IL,2022-09-16 09:30:00
4,2022-04-11 22:22:00,Smoke,3.4,79.7,63.8,28.01,18.5,PA,2022-04-11 23:29:00
2,2022-02-13 08:33:00,Thunderstorm,7.9,95.5,94.1,30.8,24.7,NC,2022-02-13 08:57:00
4,2022-07-09 12:39:00,Smoke,8.4,69.6,62.9,28.41,17.5,PA,2022-07-09 13:08:00
1,2022-11-24 02:17:00,Haze,3.4,72.8,61.2,28.12,28.9,GA,2022-11-24 02:59:00
4,2022-08-30 01:39:00,Fog,8.4,34.8,23.4,28.17,23.9,OH,2022-08-30 02:11:00
4,2022-04-13 14:25:00,Clear,1.2,90.5,25.6,29.05,21.0,CA,2022-04-13 14:37:00
3,2022-04-06 14:46:00,Haze,8.4,50.0,20.6,29.86,1.8,TX,2022-04-06 16:05:00
1,2022-01-06 03:35:00,Fog,1.7,73.1,93.1,29.21,3.2,NY,2022-01-06 05:14:00
4,2022-10-31 13:00:00,Fog,1.0,98.5,52.7,28.08,23.5,CA,2022-10-31 14:14:00
4,2022-07-27 18:28:00,Cloudy,6.5,71.7,57.5,29.43,5.9,GA,2022-07-27 18:40:00
2,2022-04-28 02:16:00,Smoke,4.8,80.7,87.6,29.33,0.9,NY,2022-04-28 03:56:00
4,2022-02-04 16:56:00,Thunderstorm,9.1,61.2,68.7,30.27,27.3,OH,2022-02-04 17:41:00
4,2022-10-23 11:08:00,Cloudy,3.8,34.2,68.8,28.84,26.7,OH,2022-10-23 11:20:00
2,2022-07-04 16:56:00,Fog,3.0,85.8,43.7,28.65,6.6,GA,2022-07-04 17:07:00
3,2022-06-04 02:03:00,Smoke,5.1,32.4,86.7,28.77,23.4,NC,2022-06-04 03:22:00
4,2022-05-27 21:09:00,Clear,4.7,79.0,33.3,28.91,1.4,NC,2022-05-27 22:15:00
2,2022-12-12 02:45:00,Rain,3.6,31.6,24.3,29.8,8.6,OH,2022-12-12 03:54:00
1,2022-12-27 07:03:00,Rain,7.0,90.4,35.3,29.41,18.7,NC,2022-12-27 08:57:00
3,2022-06-02 10:46:00,Smoke,7.6,41.0,41.4,29.01,22.9,IL,2022-06-02 11:58:00
1,2022-08-30 03:00:00,Haze,8.6,66.0,42.6,29.12,0.3,MI,2022-08-30 03:25:00
1,2022-01-27 18:58:00,Thunderstorm,9.7,71.8,73.6,29.11,9.8,NY,2022-01-27 19:10:00
2,2022-10-16 13:34:00,Snow,2.8,62.0,37.4,30.92,6.4,FL,2022-10-16 14:44:00
4,2022-05-26 00:59:00,Snow,7.2,53.9,74.1,28.7,30.0,PA,2022-05-26 01:14:00
2,2022-03-19 09:15:00,Rain,4.1,62.7,27.3,30.45,20.1,MI,2022-03-19 11:08:00
2,2022-04-16 05:38:00,Fog,6.8,51.8,31.8,30.12,12.2,NC,2022-04-16 06:06:00
2,2022-02-01 13:55:00,Fog,4.9,60.7,60.7,28.02,2.3,NY,2022-02-01 14:08:00
2,2022-04-20 11:16:00,Cloudy,9.9,55.1,93.8,30.98,18.0,TX,2022-04-20 12:37:00
3,2022-04-17 14:04:00,Smoke,7.3,69.6,88.8,30.27,19.3,FL,2022-04-17 14:17:00
4,2022-03-06 22:46:00,Thunderstorm,9.5,46.7,97.5,30.05,24.5,FL,2022-03-07 00:17:00
1,2022-02-05 10:01:00,Smoke,8.4,99.2,72.0,29.22,8.7,TX,2022-02-05 11:56:00
1,2022-05-14 08:29:00,Smoke,9.0,65.1,74.1,29.67,29.4,NC,2022-05-14 09:04:00
4,2022-10-25 17:33:00,Cloudy,8.2,43.6,70.0,28.76,13.2,NY,2022-10-25 18:29:00
1,2022-12-02 01:28:00,Snow,4.7,63.4,69.8,28.11,8.9,FL,2022-12-02 01:48:00
4,2022-09-30 14:53:00,Smoke,2.7,90.6,31.8,30.51,10.5,MI,2022-09-30 16:51:00
1,2022-06-01 02:23:00,Rain,3.8,31.5,63.5,30.69,15.6,PA,2022-06-01 03:40:00
2,2022-09-10 16:58:00,Haze,0.4,77.6,50.9,28.49,28.1,GA,2022-09-10 17:34:00
1,2022-04-07 00:46:00,Smoke,5.3,68.4,55.4,30.36,22.1,GA,2022-04-07 02:05:00
4,2022-06-07 18:29:00,Fog,5.1,41.9,61.9,30.22,17.3,MI,2022-06-07 19:50:00
4,2022-03-29 19:59:00,Smoke,5.3,87.2,30.3,28.54,4.9,PA,2022-03-29 20:09:00
4,2022-10-19 21:43:00,Rain,9.7,55.8,48.8,29.27,4.5,IL,2022-10-19 23:07:00
4,2022-04-05 14:13:00,Clear,9.1,50.6,25.1,29.27,15.1,OH,2022-04-05 14:28:00
4,2022-07-03 22:12:00,Rain,1.8,88.0,98.4,30.28,21.9,FL,2022-07-03 23:10:00
3,2022-08-11 01:19:00,Clear,3.8,74.7,29.5,30.51,22.5,MI,2022-08-11 02:48:00
3,2022-09-16 12:42:00,Cloudy,4.4,92.9,40.7,28.28,6.8,TX,2022-09-16 14:01:00
1,2022-07-08 23:58:00,Cloudy,3.7,74.1,91.3,29.69,3.0,GA,2022-07-09 01:15:00
4,2022-10-03 08:09:00,Snow,8.0,81.9,58.6,30.29,11.5,NC,2022-10-03 09:20:00
1,2022-09-11 11:06:00,Rain,5.3,88.6,30.9,30.36,27.5,PA,2022-09-11 11:51:00
4,2022-12-07 10:38:00,Rain,5.8,33.8,50.7,28.44,16.4,NY,2022-12-07 11:16:00
4,2022-02-24 05:17:00,Clear,8.6,84.3,29.3,29.58,9.6,PA,2022-02-24 05:48:00
3,2022-04-08 01:44:00,Cloudy,8.1,73.0,36.0,30.57,9.7,OH,2022-04-08 03:14:00
3,2022-05-23 21:36:00,Clear,1.5,34.9,24.2,28.96,4.0,GA,2022-05-23 23:12:00
2,2022-08-07 18:18:00,Cloudy,7.2,65.6,55.1,29.28,14.2,FL,2022-08-07 19:03:00
3,2022-02-17 23:27:00,Clear,4.5,35.8,84.5,30.41,23.7,PA,2022-02-18 00:02:00
2,2022-08-25 21:02:00,Cloudy,3.1,81.5,66.9,28.27,29.1,MI,2022-08-25 21:40:00
2,2022-07-24 21:44:00,Clear,0.7,68.3,68.5,30.58,15.0,PA,2022-07-24 22:39:00
2,2022-06-24 15:54:00,Haze,5.0,96.8,36.0,28.93,5.0,MI,2022-06-24 16:15:00
2,2022-04-09 17:40:00,Cloudy,3.7,42.8,47.5,28.0,20.5,OH,2022-04-09 19:10:00
2,2022-10-30 17:28:00,Thunderstorm,2.7,72.4,87.6,28.7,22.7,NY,2022-10-30 18:55:00
1,2022-01-24 12:32:00,Clear,7.0,44.8,27.0,28.27,2.2,PA,2022-01-24 13:15:00
3,2022-07-09 11:52:00,Rain,7.7,73.0,88.6,28.28,25.5,TX,2022-07-09 12:55:00
2,2022-09-06 02:06:00,Snow,2.6,80.6,58.7,30.08,24.9,GA,2022-09-06 02:51:00
4,2022-12-06 06:15:00,Thunderstorm,0.7,80.6,87.0,28.64,14.2,FL,2022-12-06 07:56:00
3,2022-09-24 19:13:00,Thunderstorm,8.5,87.1,45.4,30.8,16.8,NC,2022-09-24 19:27:00
3,2022-03-01 13:34:00,Clear,0.3,89.7,47.1,29.55,21.4,GA,2022-03-01 13:40:00
2,2022-09-27 19:18:00,Snow,9.4,35.4,80.1,29.38,20.3,PA,2022-09-27 20:21:00
1,2022-05-18 20:42:00,Rain,6.4,54.0,82.8,29.3,0.5,MI,2022-05-18 22:06:00
2,2022-06-03 00:37:00,Thunderstorm,3.4,78.1,38.4,30.08,3.7,TX,2022-06-03 01:54:00
1,2022-10-14 13:52:00,Rain,2.6,64.9,97.8,29.36,4.9,GA,2022-10-14 14:09:00
4,2022-02-15 19:02:00,Cloudy,0.3,43.3,26.8,28.39,22.7,PA,2022-02-15 19:16:00
3,2022-12-20 20:45:00,Smoke,2.5,68.7,25.5,30.64,13.2,CA,2022-12-20 21:58:00
4,2022-12-29 21:12:00,Haze,1.5,58.5,67.6,29.29,16.4,PA,2022-12-29 21:44:00
1,2022-10-14 20:49:00,Smoke,6.2,57.3,77.8,28.22,23.2,IL,2022-10-14 21:58:00
1,2022-08-29 09:44:00,Smoke,1.8,86.7,96.9,29.59,10.2,PA,2022-08-29 10:22:00
4,2022-02-13 01:41:00,Snow,5.4,58.5,52.4,29.94,22.5,CA,2022-02-13 02:02:00
1,2022-11-16 12:35:00,Haze,6.0,31.9,22.0,28.83,13.3,NY,2022-11-16 13:24:00
4,2022-01-30 08:51:00,Fog,3.1,34.1,68.2,30.4,11.3,OH,2022-01-30 10:48:00
3,2022-10-25 09:56:00,Cloudy,0.5,89.9,43.2,30.01,10.0,IL,2022-10-25 10:09:00
4,2022-10-02 03:14:00,Snow,0.6,97.2,54.6,29.95,28.9,PA,2022-10-02 05:11:00
3,2022-07-30 21:04:00,Clear,0.5,78.2,59.1,29.26,23.2,TX,2022-07-30 21:40:00
4,2022-01-18 19:55:00,Haze,7.4,55.5,25.2,30.89,0.6,GA,2022-01-18 20:47:00
1,2022-07-02 03:58:00,Clear,3.3,95.7,58.9,28.82,28.7,MI,2022-07-02 04:39:00
4,2022-03-06 01:48:00,Rain,8.0,76.4,54.1,29.73,23.3,NY,2022-03-06 02:13:00
1,2022-07-26 08:22:00,Smoke,4.4,89.1,77.0,28.93,4.5,PA,2022-07-26 09:23:00
4,2022-08-23 06:49:00,Thunderstorm,4.6,83.6,71.7,30.23,2.3,FL,2022-08-23 08:40:00
4,2022-08-30 03:15:00,Haze,5.2,56.5,34.8,28.14,9.2,NC,2022-08-30 04:29:00
2,2022-08-06 06:23:00,Fog,7.2,63.5,36.5,28.14,18.7,GA,2022-08-06 07:58:00
1,2022-04-01 04:47:00,Clear,2.9,43.0,40.1,30.43,18.5,PA,2022-04-01 05:30:00
2,2022-07-25 14:23:00,Snow,1.4,50.4,34.3,29.3,8.3,NC,2022-07-25 15:46:00
1,2022-08-21 20:19:00,Haze,5.6,84.5,72.6,29.02,13.4,MI,2022-08-21 22:07:00
2,2022-08-20 17:53:00,Haze,3.4,92.6,99.6,29.82,6.4,NC,2022-08-20 19:21:00
3,2022-05-20 23:14:00,Thunderstorm,4.5,80.7,72.2,30.11,1.5,TX,2022-05-21 00:26:00
4,2022-12-10 18:10:00,Thunderstorm,6.5,62.6,68.5,28.6,15.5,NC,2022-12-10 18:16:00
1,2022-09-15 23:53:00,Snow,5.0,36.1,52.8,28.56,10.4,GA,2022-09-16 01:23:00
1,2022-05-07 01:17:00,Thunderstorm,6.3,34.0,45.0,30.87,16.3,TX,2022-05-07 03:06:00
4,2022-02-18 19:45:00,Clear,5.5,56.2,92.9,29.77,28.4,NC,2022-02-18 21:00:00
1,2022-11-01 21:10:00,Snow,7.5,62.5,97.5,29.17,4.3,IL,2022-11-01 21:53:00
1,2022-11-25 10:43:00,Smoke,7.1,72.6,59.7,30.4,0.1,NC,2022-11-25 12:12:00
2,2022-04-21 10:34:00,Snow,5.4,30.5,43.2,29.58,2.3,FL,2022-04-21 10:52:00
1,2022-11-29 00:28:00,Rain,6.9,99.3,81.6,28.72,13.9,NY,2022-11-29 02:25:00
3,2022-05-11 00:56:00,Fog,8.8,55.5,30.6,28.62,21.2,CA,2022-05-11 01:18:00
3,2022-11-27 15:28:00,Haze,4.4,89.4,81.2,29.19,17.4,IL,2022-11-27 16:06:00
